MasterItemNo,ItemDescription,PredictedQty,SafetyStock,RecommendedOrderQty,Vendor,VendorContact,VendorLeadDays,ProcurementStart,ProcurementFinish,NeededBy,ProjectPhase,ProcurementCycle,RiskNotes,Mitigations
511.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,26,3,29,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,53,6,59,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
357.0,,25,3,28,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,63,7,70,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,79,8,87,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,130,13,143,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
643.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,117,12,129,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,87,9,96,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,81,9,90,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
942.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,102,11,113,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,26,3,29,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
942.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,41,5,46,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,15,2,17,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
219.0,,14,2,16,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,9,1,10,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
624.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,47,5,52,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,27,3,30,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
114.0,,35,4,39,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,13,2,15,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,106,11,117,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,8,1,9,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,22,3,25,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,35,4,39,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,25,3,28,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,34,4,38,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,30,3,33,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,7,1,8,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,3,1,4,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
162.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,97,10,107,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,38,4,42,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,13,2,15,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,38,4,42,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,42,5,47,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,45,5,50,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,31,4,35,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
704.0,,88,9,97,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,50,5,55,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
515.0,,93,10,103,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,44,5,49,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,78,8,86,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,204,21,225,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,212,22,234,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,8,1,9,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,74,8,82,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,20,2,22,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,204,21,225,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,212,22,234,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,32,4,36,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,62,7,69,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
357.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,13,2,15,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
323.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
